flight,airline_id,source_city_id,destination_city_id,stop_id,class_id,departure_time,arrival_time,duration,days_left,price
UK-876,3,5,6,2,2,Night,Morning,14.25,4,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,4,41314
UK-876,3,5,6,2,2,Night,Night,25.5,4,41314
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,4,45189
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,4,45189
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,4,45189
UK-830,3,5,6,2,2,Morning,Evening,6.0,4,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,4,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,4,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,4,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,4,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,4,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,4,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,4,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,4,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,4,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,4,51707
UK-830,3,5,6,2,2,Morning,Morning,23.58,4,51707
AI-838,6,5,6,2,2,Afternoon,Evening,6.0,4,51595
AI-541,6,5,6,2,2,Evening,Night,7.33,4,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,4,51595
AI-838,6,5,6,2,2,Afternoon,Night,10.58,4,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,4,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,4,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,4,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,4,51595
AI-838,6,5,6,2,2,Afternoon,Morning,19.92,4,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,4,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,4,51595
AI-838,6,5,6,2,2,Afternoon,Afternoon,23.67,4,51595
UK-890,3,5,6,2,2,Evening,Morning,16.25,4,66122
UK-890,3,5,6,2,2,Evening,Evening,22.67,4,66122
AI-559,6,5,6,2,2,Early_Morning,Evening,13.17,4,71389
UK-870,3,5,6,2,2,Night,Night,23.67,4,72394
UK-890,3,5,6,2,2,Evening,Night,26.58,4,86808
AI-525,6,5,6,2,2,Early_Morning,Night,15.33,5,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,5,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,5,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,5,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,5,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,5,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,5,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,5,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,5,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,5,41314
UK-876,3,5,6,2,2,Night,Night,25.5,5,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,5,45189
UK-874,3,5,6,2,2,Morning,Night,14.58,5,45189
UK-874,3,5,6,2,2,Morning,Morning,24.33,5,45189
UK-874,3,5,6,2,2,Morning,Morning,27.33,5,45189
UK-830,3,5,6,2,2,Morning,Evening,6.0,5,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,5,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,5,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,5,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,5,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,5,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,5,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,5,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,5,51707
UK-890,3,5,6,2,2,Evening,Morning,16.25,5,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,5,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,5,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,5,51707
UK-870,3,5,6,2,2,Night,Night,23.67,5,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,5,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,5,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,5,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,5,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,5,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,5,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,5,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,5,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,5,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,5,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,5,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,5,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,5,51595
AI-559,6,5,6,2,2,Early_Morning,Night,14.83,5,71389
AI-525,6,5,6,2,2,Early_Morning,Night,17.17,6,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,6,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,6,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,6,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,6,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,6,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,6,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,6,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,6,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,6,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,6,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,6,45189
UK-876,3,5,6,2,2,Night,Morning,14.25,6,45189
UK-876,3,5,6,2,2,Night,Evening,22.33,6,45189
UK-876,3,5,6,2,2,Night,Night,25.5,6,45189
UK-830,3,5,6,2,2,Morning,Evening,6.0,6,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,6,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,6,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,6,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,6,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,6,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,6,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,6,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,6,51707
UK-890,3,5,6,2,2,Evening,Morning,16.25,6,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,6,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,6,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,6,51707
UK-870,3,5,6,2,2,Night,Night,23.67,6,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,6,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,6,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,6,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,6,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,6,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,6,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,6,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,6,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,6,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,6,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,6,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,6,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,6,51595
AI-525,6,5,6,2,2,Early_Morning,Evening,11.08,7,39682
AI-698,6,5,6,2,2,Night,Morning,12.67,7,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,7,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,7,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,7,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,7,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,7,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,7,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,7,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,7,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,7,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,7,41314
UK-876,3,5,6,2,2,Night,Night,25.5,7,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,7,41314
AI-698,6,5,6,2,2,Night,Evening,18.0,7,49042
UK-830,3,5,6,2,2,Morning,Evening,6.0,7,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,7,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,7,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,7,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,7,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,7,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,7,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,7,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,7,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,7,51707
UK-870,3,5,6,2,2,Night,Night,23.67,7,51707
UK-870,3,5,6,2,2,Night,Night,26.17,7,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,7,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,7,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,7,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,7,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,7,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,7,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,7,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,7,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,7,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,7,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,7,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,7,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,7,51595
AI-541,6,5,6,2,2,Evening,Morning,18.67,7,68989
UK-870,3,5,6,2,2,Night,Morning,13.33,7,72394
UK-890,3,5,6,2,2,Evening,Morning,16.25,7,72394
AI-525,6,5,6,2,2,Early_Morning,Evening,13.67,8,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,8,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,8,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,8,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,8,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,8,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,8,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,8,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,8,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,8,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,8,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,8,45189
UK-876,3,5,6,2,2,Night,Morning,14.25,8,45189
UK-876,3,5,6,2,2,Night,Evening,22.33,8,45189
UK-876,3,5,6,2,2,Night,Night,25.5,8,45189
UK-830,3,5,6,2,2,Morning,Evening,6.0,8,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,8,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,8,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,8,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,8,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,8,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,8,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,8,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,8,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,8,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,8,51707
UK-830,3,5,6,2,2,Morning,Morning,23.58,8,51707
UK-870,3,5,6,2,2,Night,Night,23.67,8,51707
UK-870,3,5,6,2,2,Night,Night,26.17,8,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,8,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,8,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,8,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,8,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,8,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,8,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,8,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,8,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,8,51595
AI-559,6,5,6,2,2,Early_Morning,Morning,26.42,8,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,8,63691
UK-890,3,5,6,2,2,Evening,Morning,16.25,8,66122
UK-890,3,5,6,2,2,Evening,Evening,22.67,8,66122
UK-890,3,5,6,2,2,Evening,Night,26.58,8,66122
AI-525,6,5,6,2,2,Early_Morning,Night,15.33,9,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,9,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,9,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,9,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,9,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,9,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,9,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,9,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,9,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,9,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,9,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,9,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,9,41314
UK-876,3,5,6,2,2,Night,Night,25.5,9,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,9,41314
UK-830,3,5,6,2,2,Morning,Evening,6.0,9,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,9,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,9,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,9,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,9,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,9,51707
UK-890,3,5,6,2,2,Evening,Morning,16.25,9,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,9,51707
UK-830,3,5,6,2,2,Morning,Morning,23.58,9,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,9,51707
UK-860,3,5,6,2,2,Early_Morning,Morning,27.08,9,51707
UK-890,3,5,6,2,2,Evening,Night,29.08,9,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,9,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,9,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,9,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,9,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,9,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,9,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,9,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,9,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,9,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,9,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,9,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,9,51595
AI-559,6,5,6,2,2,Early_Morning,Morning,26.42,9,51595
AI-541,6,5,6,2,2,Evening,Evening,26.75,9,51595
UK-880,3,5,6,2,2,Afternoon,Night,6.83,9,58282
UK-880,3,5,6,2,2,Afternoon,Night,9.33,9,58282
UK-870,3,5,6,2,2,Night,Morning,13.33,9,58282
UK-870,3,5,6,2,2,Night,Evening,19.75,9,58282
UK-870,3,5,6,2,2,Night,Night,23.67,9,58282
AI-559,6,5,6,2,2,Early_Morning,Night,14.83,9,71389
AI-525,6,5,6,2,2,Early_Morning,Night,17.17,10,39682
AI-698,6,5,6,2,2,Night,Morning,12.67,10,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,10,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,10,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,10,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,10,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,10,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,10,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,10,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,10,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,10,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,10,41314
UK-876,3,5,6,2,2,Night,Night,25.5,10,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,10,41314
UK-830,3,5,6,2,2,Morning,Evening,6.0,10,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,10,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,10,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,10,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,10,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,10,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,10,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,10,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,10,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,10,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,10,51707
UK-830,3,5,6,2,2,Morning,Morning,23.58,10,51707
UK-870,3,5,6,2,2,Night,Night,23.67,10,51707
UK-870,3,5,6,2,2,Night,Night,26.17,10,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,10,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,10,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,10,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,10,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,10,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,10,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,10,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,10,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,10,51595
AI-559,6,5,6,2,2,Early_Morning,Morning,26.42,10,51595
UK-890,3,5,6,2,2,Evening,Morning,16.25,10,58282
UK-890,3,5,6,2,2,Evening,Evening,22.67,10,58282
UK-890,3,5,6,2,2,Evening,Night,26.58,10,58282
AI-525,6,5,6,2,2,Early_Morning,Evening,13.67,11,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,11,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,11,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,11,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,11,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,11,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,11,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,11,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,11,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,11,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,11,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,11,49546
UK-876,3,5,6,2,2,Night,Morning,14.25,11,49546
UK-876,3,5,6,2,2,Night,Evening,22.33,11,49546
UK-876,3,5,6,2,2,Night,Night,25.5,11,49546
UK-830,3,5,6,2,2,Morning,Evening,6.0,11,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,11,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,11,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,11,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,11,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,11,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,11,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,11,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,11,51707
UK-890,3,5,6,2,2,Evening,Morning,16.25,11,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,11,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,11,51707
UK-870,3,5,6,2,2,Night,Night,23.67,11,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,11,51707
AI-838,6,5,6,2,2,Afternoon,Evening,6.0,11,51595
AI-541,6,5,6,2,2,Evening,Night,7.33,11,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,11,51595
AI-838,6,5,6,2,2,Afternoon,Night,10.58,11,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,11,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,11,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,11,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,11,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,11,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,11,51595
AI-838,6,5,6,2,2,Afternoon,Morning,19.92,11,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,11,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,11,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,11,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,13.17,11,71389
AI-525,6,5,6,2,2,Early_Morning,Night,15.33,12,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,12,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,12,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,12,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,12,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,12,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,12,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,12,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,12,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,12,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,12,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,12,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,12,41314
UK-876,3,5,6,2,2,Night,Night,25.5,12,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,12,41314
UK-830,3,5,6,2,2,Morning,Evening,6.0,12,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,12,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,12,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,12,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,12,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,12,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,12,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,12,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,12,51707
UK-890,3,5,6,2,2,Evening,Morning,16.25,12,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,12,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,12,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,12,51707
UK-870,3,5,6,2,2,Night,Night,23.67,12,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,12,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,12,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,12,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,12,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,12,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,12,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,12,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,12,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,12,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,12,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,12,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,12,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,12,51595
AI-559,6,5,6,2,2,Early_Morning,Night,14.83,12,71389
AI-525,6,5,6,2,2,Early_Morning,Night,17.17,13,39682
AI-698,6,5,6,2,2,Night,Early_Morning,9.08,13,40843
AI-698,6,5,6,2,2,Night,Morning,12.67,13,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,13,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,13,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,13,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,13,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,13,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,13,41314
UK-878,3,5,6,2,2,Afternoon,Morning,19.92,13,41314
UK-876,3,5,6,2,2,Night,Evening,22.33,13,41314
UK-878,3,5,6,2,2,Afternoon,Morning,22.92,13,41314
UK-874,3,5,6,2,2,Morning,Morning,24.33,13,41314
UK-876,3,5,6,2,2,Night,Night,25.5,13,41314
UK-874,3,5,6,2,2,Morning,Morning,27.33,13,41314
UK-830,3,5,6,2,2,Morning,Evening,6.0,13,51707
UK-880,3,5,6,2,2,Afternoon,Night,6.83,13,51707
UK-880,3,5,6,2,2,Afternoon,Night,9.33,13,51707
UK-860,3,5,6,2,2,Early_Morning,Evening,9.5,13,51707
UK-830,3,5,6,2,2,Morning,Night,9.92,13,51707
UK-830,3,5,6,2,2,Morning,Night,12.42,13,51707
UK-870,3,5,6,2,2,Night,Morning,13.33,13,51707
UK-860,3,5,6,2,2,Early_Morning,Night,13.42,13,51707
UK-860,3,5,6,2,2,Early_Morning,Night,15.92,13,51707
UK-890,3,5,6,2,2,Evening,Morning,16.25,13,51707
UK-870,3,5,6,2,2,Night,Evening,19.75,13,51707
UK-880,3,5,6,2,2,Afternoon,Morning,20.5,13,51707
UK-890,3,5,6,2,2,Evening,Evening,22.67,13,51707
UK-870,3,5,6,2,2,Night,Night,23.67,13,51707
UK-890,3,5,6,2,2,Evening,Night,26.58,13,51707
AI-541,6,5,6,2,2,Evening,Night,7.33,13,51595
AI-543,6,5,6,2,2,Morning,Evening,7.67,13,51595
AI-840,6,5,6,2,2,Night,Morning,12.08,13,51595
AI-543,6,5,6,2,2,Morning,Night,12.25,13,51595
AI-559,6,5,6,2,2,Early_Morning,Evening,12.5,13,51595
AI-840,6,5,6,2,2,Night,Afternoon,15.83,13,51595
AI-541,6,5,6,2,2,Evening,Morning,16.67,13,51595
AI-559,6,5,6,2,2,Early_Morning,Night,17.08,13,51595
AI-541,6,5,6,2,2,Evening,Afternoon,20.42,13,51595
AI-543,6,5,6,2,2,Morning,Morning,21.58,13,51595
AI-840,6,5,6,2,2,Night,Evening,22.17,13,51595
AI-543,6,5,6,2,2,Morning,Afternoon,25.33,13,51595
AI-525,6,5,6,2,2,Early_Morning,Evening,11.08,14,39682
AI-698,6,5,6,2,2,Night,Morning,12.67,14,40843
UK-878,3,5,6,2,2,Afternoon,Evening,7.0,14,41314
UK-878,3,5,6,2,2,Afternoon,Night,10.17,14,41314
UK-876,3,5,6,2,2,Night,Morning,11.25,14,41314
UK-874,3,5,6,2,2,Morning,Evening,11.42,14,41314
UK-876,3,5,6,2,2,Night,Morning,14.25,14,41314
UK-874,3,5,6,2,2,Morning,Night,14.58,14,41314
